,transaction_id,product_id,customer_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,Name,gender,past_3_years_bike_related_purchases,Age,job_title,job_industry_category,wealth_segment,owns_car,tenure
353,12847,93,61,9/19/2017,0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750,Kacey Rowbottom,Female,47,63.44,Help Desk Operator,Property,High Net Worth,No,13
354,17425,0,61,11/1/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659,Kacey Rowbottom,Female,47,63.44,Help Desk Operator,Property,High Net Worth,No,13
355,18201,67,61,8/29/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160,Kacey Rowbottom,Female,47,63.44,Help Desk Operator,Property,High Net Worth,No,13
356,363,73,62,8/14/2017,1,Approved,Solex,Standard,medium,medium,1945.43,333.18,37499,Sorcha Roggers,Female,38,43.83,,IT,Mass Customer,Yes,22
357,1741,57,62,5/1/2017,0,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,40779,Sorcha Roggers,Female,38,43.83,,IT,Mass Customer,Yes,22
358,6633,61,62,1/9/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,33879,Sorcha Roggers,Female,38,43.83,,IT,Mass Customer,Yes,22
359,10789,68,62,12/25/2017,1,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,38859,Sorcha Roggers,Female,38,43.83,,IT,Mass Customer,Yes,22
360,11258,31,62,11/30/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,40336,Sorcha Roggers,Female,38,43.83,,IT,Mass Customer,Yes,22
361,14677,61,62,8/30/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,34143,Sorcha Roggers,Female,38,43.83,,IT,Mass Customer,Yes,22
362,2811,89,63,9/21/2017,0,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,38482,Ebony Zini,Female,58,57.85,Senior Quality Engineer,Retail,Mass Customer,Yes,16
363,10655,38,63,10/23/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,39427,Ebony Zini,Female,58,57.85,Senior Quality Engineer,Retail,Mass Customer,Yes,16
364,18832,28,63,3/20/2017,1,Approved,Norco Bicycles,Standard,medium,small,1216.14,1082.36,42696,Ebony Zini,Female,58,57.85,Senior Quality Engineer,Retail,Mass Customer,Yes,16
365,1563,0,64,4/20/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659,Gerek Yve,Male,73,45.11,Legal Assistant,IT,High Net Worth,No,4
366,10162,2,64,2/5/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487,Gerek Yve,Male,73,45.11,Legal Assistant,IT,High Net Worth,No,4
367,11587,100,64,1/21/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,Gerek Yve,Male,73,45.11,Legal Assistant,IT,High Net Worth,No,4
368,13497,28,64,1/9/2017,0,Approved,Solex,Road,medium,small,1703.52,1516.13,40649,Gerek Yve,Male,73,45.11,Legal Assistant,IT,High Net Worth,No,4
369,18293,0,64,12/27/2017,1,Approved,Solex,Standard,medium,large,202.62,151.96,42458,Gerek Yve,Male,73,45.11,Legal Assistant,IT,High Net Worth,No,4
370,2051,38,65,4/8/2017,0,Approved,Solex,Standard,medium,medium,1577.53,826.51,35707,Yale Tanser,Male,21,47.09,Information Systems Manager,Financial Services,Affluent Customer,Yes,15
371,4528,3,65,3/18/2017,0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,37823,Yale Tanser,Male,21,47.09,Information Systems Manager,Financial Services,Affluent Customer,Yes,15
372,6226,4,65,8/6/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,34527,Yale Tanser,Male,21,47.09,Information Systems Manager,Financial Services,Affluent Customer,Yes,15
373,9258,81,65,8/16/2017,0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,38002,Yale Tanser,Male,21,47.09,Information Systems Manager,Financial Services,Affluent Customer,Yes,15
374,14906,100,65,6/22/2017,0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,38193,Yale Tanser,Male,21,47.09,Information Systems Manager,Financial Services,Affluent Customer,Yes,15
375,6202,27,66,2/17/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,Anselm Gawne,Male,46,21.13,Account Executive,Argiculture,High Net Worth,No,1
376,7374,90,66,2/28/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,35052,Anselm Gawne,Male,46,21.13,Account Executive,Argiculture,High Net Worth,No,1
377,7706,46,66,11/17/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,Anselm Gawne,Male,46,21.13,Account Executive,Argiculture,High Net Worth,No,1
378,11926,36,66,6/26/2017,0,Cancelled,Solex,Standard,low,medium,1289.85,74.51,39427,Anselm Gawne,Male,46,21.13,Account Executive,Argiculture,High Net Worth,No,1
379,12798,35,66,2/19/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,Anselm Gawne,Male,46,21.13,Account Executive,Argiculture,High Net Worth,No,1
380,2488,31,67,3/18/2017,0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031,Vernon ,Male,67,62.9,Web Developer II,Retail,Mass Customer,No,18
381,6123,47,67,5/3/2017,1,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991,Vernon ,Male,67,62.9,Web Developer II,Retail,Mass Customer,No,18
382,14037,38,67,5/13/2017,1,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618,Vernon ,Male,67,62.9,Web Developer II,Retail,Mass Customer,No,18
383,16268,8,67,9/5/2017,1,Approved,Solex,Road,medium,small,1703.52,1516.13,40649,Vernon ,Male,67,62.9,Web Developer II,Retail,Mass Customer,No,18
384,16637,2,67,8/4/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,Vernon ,Male,67,62.9,Web Developer II,Retail,Mass Customer,No,18
385,1769,3,68,10/7/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40670,Dahlia Eddoes,Female,37,49.04,Information Systems Manager,,Affluent Customer,No,9
386,4503,36,68,1/16/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,40784,Dahlia Eddoes,Female,37,49.04,Information Systems Manager,,Affluent Customer,No,9
387,6599,3,68,2/11/2017,1,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779,Dahlia Eddoes,Female,37,49.04,Information Systems Manager,,Affluent Customer,No,9
388,935,78,69,6/5/2017,0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193,Heidi Milner,Female,16,53.87,Web Developer II,,Mass Customer,No,6
389,10663,6,69,12/10/2017,1,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,37659,Heidi Milner,Female,16,53.87,Web Developer II,,Mass Customer,No,6
390,11893,55,69,4/22/2017,0,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823,Heidi Milner,Female,16,53.87,Web Developer II,,Mass Customer,No,6
391,13832,14,69,3/28/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,Heidi Milner,Female,16,53.87,Web Developer II,,Mass Customer,No,6
392,13881,57,69,2/2/2017,1,Approved,WeareA2B,Touring,medium,large,1890.39,260.14,33259,Heidi Milner,Female,16,53.87,Web Developer II,,Mass Customer,No,6
393,18209,12,69,3/26/2017,0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38216,Heidi Milner,Female,16,53.87,Web Developer II,,Mass Customer,No,6
394,8065,55,70,7/13/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823,Foster Vannoort,Male,78,30.17,Paralegal,Financial Services,Affluent Customer,No,8
395,10118,99,70,2/2/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,Foster Vannoort,Male,78,30.17,Paralegal,Financial Services,Affluent Customer,No,8
396,11207,93,70,12/26/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833,Foster Vannoort,Male,78,30.17,Paralegal,Financial Services,Affluent Customer,No,8
397,11991,29,70,7/19/2017,0,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,42696,Foster Vannoort,Male,78,30.17,Paralegal,Financial Services,Affluent Customer,No,8
398,12449,61,70,12/10/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172,Foster Vannoort,Male,78,30.17,Paralegal,Financial Services,Affluent Customer,No,8
399,862,92,71,8/21/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539,Hoyt Glavias,Male,30,38.26,Research Associate,Argiculture,Affluent Customer,Yes,12
400,1202,70,72,8/10/2017,0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,36668,Sammy Cheese,Male,93,51.23,Administrative Officer,Manufacturing,Affluent Customer,Yes,16
401,6556,53,72,12/8/2017,0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,39915,Sammy Cheese,Male,93,51.23,Administrative Officer,Manufacturing,Affluent Customer,Yes,16
402,11951,36,72,11/10/2017,1,Approved,Solex,Standard,low,medium,945.04,507.58,40618,Sammy Cheese,Male,93,51.23,Administrative Officer,Manufacturing,Affluent Customer,Yes,16
403,14096,39,72,5/10/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,Sammy Cheese,Male,93,51.23,Administrative Officer,Manufacturing,Affluent Customer,Yes,16
404,470,18,73,4/30/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,34165,Minette Worters,Female,16,62.95,Teacher,,Affluent Customer,Yes,5
405,2316,1,73,1/9/2017,1,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549,Minette Worters,Female,16,62.95,Teacher,,Affluent Customer,Yes,5
406,3029,2,73,7/15/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,38573,Minette Worters,Female,16,62.95,Teacher,,Affluent Customer,Yes,5
407,5928,88,73,4/5/2017,1,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,36145,Minette Worters,Female,16,62.95,Teacher,,Affluent Customer,Yes,5
408,12358,25,73,1/31/2017,0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,33888,Minette Worters,Female,16,62.95,Teacher,,Affluent Customer,Yes,5
409,15258,62,73,5/29/2017,0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105,Minette Worters,Female,16,62.95,Teacher,,Affluent Customer,Yes,5
410,2963,66,74,10/16/2017,1,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40410,Pansy Kiddie,Female,94,53.88,,,Mass Customer,Yes,6
411,12726,7,74,12/2/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,41701,Pansy Kiddie,Female,94,53.88,,,Mass Customer,Yes,6
412,16590,92,74,4/22/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,34556,Pansy Kiddie,Female,94,53.88,,,Mass Customer,Yes,6
413,67,2,75,7/3/2017,1,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
414,2484,35,75,8/22/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
415,3660,85,75,8/21/2017,0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,42218,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
416,5979,58,75,5/26/2017,0,Approved,OHM Cycles,Standard,medium,medium,912.52,141.4,42295,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
417,14114,99,75,9/21/2017,0,Approved,OHM Cycles,Standard,medium,medium,1227.34,770.89,34556,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
418,16770,89,75,8/14/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,34079,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
419,16958,35,75,6/16/2017,0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
420,18386,23,75,10/31/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244,Dollie Sealy,Female,28,44.81,VP Product Management,Property,Mass Customer,No,19
421,28,19,76,12/23/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,42560,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
422,8151,53,76,5/19/2017,1,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
423,8779,58,76,11/13/2017,1,Approved,OHM Cycles,Road,medium,medium,1280.28,829.51,42295,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
424,11522,22,76,12/29/2017,1,Approved,Solex,Standard,medium,medium,575.27,431.45,35160,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
425,12392,53,76,3/21/2017,0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39880,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
426,14888,0,76,3/25/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,37698,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
427,18065,1,76,12/17/2017,0,Approved,Giant Bicycles,Touring,medium,large,1873.97,863.95,35455,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
428,18265,0,76,8/8/2017,0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245,Rea Hasser,Female,20,45.28,Statistician II,Retail,High Net Worth,Yes,18
429,7440,23,77,9/20/2017,0,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244,Shermie Andrin,Male,79,33.64,Automation Specialist IV,Financial Services,Mass Customer,No,7
430,9422,69,77,2/2/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879,Shermie Andrin,Male,79,33.64,Automation Specialist IV,Financial Services,Mass Customer,No,7
431,15994,63,77,5/12/2017,1,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146,Shermie Andrin,Male,79,33.64,Automation Specialist IV,Financial Services,Mass Customer,No,7
432,4938,95,78,6/1/2017,1,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874,Arch Van der Kruis,Male,37,38.14,Business Systems Development Analyst,Argiculture,Affluent Customer,No,8
433,7308,95,78,6/2/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,37874,Arch Van der Kruis,Male,37,38.14,Business Systems Development Analyst,Argiculture,Affluent Customer,No,8
434,866,87,79,11/13/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667,Tybi Silliman,Female,76,54.59,Account Executive,Manufacturing,Mass Customer,No,18
435,6822,77,79,6/22/2017,1,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553,Tybi Silliman,Female,76,54.59,Account Executive,Manufacturing,Mass Customer,No,18
436,8442,32,79,3/1/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,Tybi Silliman,Female,76,54.59,Account Executive,Manufacturing,Mass Customer,No,18
437,16703,45,79,3/13/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,34071,Tybi Silliman,Female,76,54.59,Account Executive,Manufacturing,Mass Customer,No,18
438,17976,92,79,2/23/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626,Tybi Silliman,Female,76,54.59,Account Executive,Manufacturing,Mass Customer,No,18
439,1949,1,80,12/2/2017,0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
440,5003,23,80,6/3/2017,1,Approved,Norco Bicycles,Mountain,low,small,688.63,612.88,34244,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
441,6621,37,80,1/5/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
442,7427,27,80,3/20/2017,1,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
443,8703,42,80,7/1/2017,1,Approved,OHM Cycles,Road,medium,small,1810.0,1610.9,39526,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
444,10826,79,80,6/14/2017,0,Approved,Norco Bicycles,Standard,medium,medium,1555.58,818.01,37873,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
445,11009,55,80,5/13/2017,1,Approved,Trek Bicycles,Road,medium,large,1894.19,598.76,37823,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
446,11145,19,80,4/6/2017,1,Approved,OHM Cycles,Road,high,large,12.01,7.21,39880,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
447,13453,71,80,1/31/2017,1,Approved,Solex,Standard,high,large,1842.92,1105.75,34996,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
448,19855,93,80,5/26/2017,1,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833,Pablo Small,Male,11,45.03,Data Coordiator,Entertainment,Mass Customer,No,13
449,4892,0,81,12/26/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,Bee Blazewicz,Female,58,36.66,,Health,High Net Worth,No,13
450,12748,46,81,9/4/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,Bee Blazewicz,Female,58,36.66,,Health,High Net Worth,No,13
451,15983,67,81,3/8/2017,0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160,Bee Blazewicz,Female,58,36.66,,Health,High Net Worth,No,13
452,16896,27,81,10/19/2017,1,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,34527,Bee Blazewicz,Female,58,36.66,,Health,High Net Worth,No,13
453,965,50,82,10/13/2017,0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,Gleda Cokely,Female,93,57.86,Software Test Engineer III,Property,High Net Worth,No,19
454,1346,7,82,2/20/2017,1,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888,Gleda Cokely,Female,93,57.86,Software Test Engineer III,Property,High Net Worth,No,19
455,5214,0,82,3/30/2017,1,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165,Gleda Cokely,Female,93,57.86,Software Test Engineer III,Property,High Net Worth,No,19
456,13623,21,82,10/8/2017,1,Approved,WeareA2B,Touring,medium,medium,1466.68,363.25,41701,Gleda Cokely,Female,93,57.86,Software Test Engineer III,Property,High Net Worth,No,19
457,16665,89,82,5/21/2017,1,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336,Gleda Cokely,Female,93,57.86,Software Test Engineer III,Property,High Net Worth,No,19
458,5012,7,83,10/11/2017,0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,38258,Kerr Simmell,Male,97,56.19,Internal Auditor,IT,Mass Customer,Yes,18
459,5750,87,83,7/26/2017,1,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,37626,Kerr Simmell,Male,97,56.19,Internal Auditor,IT,Mass Customer,Yes,18
460,15358,18,83,2/18/2017,0,Approved,Solex,Standard,medium,medium,575.27,431.45,39880,Kerr Simmell,Male,97,56.19,Internal Auditor,IT,Mass Customer,Yes,18
461,16608,6,83,3/12/2017,0,Approved,OHM Cycles,Standard,high,medium,227.88,136.73,38258,Kerr Simmell,Male,97,56.19,Internal Auditor,IT,Mass Customer,Yes,18
462,17299,15,83,5/6/2017,1,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,35160,Kerr Simmell,Male,97,56.19,Internal Auditor,IT,Mass Customer,Yes,18
463,18734,29,83,1/21/2017,1,Approved,Norco Bicycles,Road,medium,medium,543.39,407.54,33552,Kerr Simmell,Male,97,56.19,Internal Auditor,IT,Mass Customer,Yes,18
464,4314,51,84,5/8/2017,0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,39915,Rich Mathiasen,Male,78,65.25,Accountant III,,Mass Customer,Yes,14
465,6270,45,84,4/4/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,39427,Rich Mathiasen,Male,78,65.25,Accountant III,,Mass Customer,Yes,14
466,6746,4,84,5/16/2017,0,Approved,Giant Bicycles,Standard,high,medium,1129.13,677.48,41701,Rich Mathiasen,Male,78,65.25,Accountant III,,Mass Customer,Yes,14
467,8867,61,84,12/2/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,36146,Rich Mathiasen,Male,78,65.25,Accountant III,,Mass Customer,Yes,14
468,10372,15,84,7/19/2017,0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693,Rich Mathiasen,Male,78,65.25,Accountant III,,Mass Customer,Yes,14
469,13067,45,84,1/21/2017,0,Approved,Solex,Standard,medium,medium,441.49,84.99,35470,Rich Mathiasen,Male,78,65.25,Accountant III,,Mass Customer,Yes,14
470,17778,41,84,6/4/2017,0,Approved,Solex,Road,medium,medium,416.98,312.74,39427,Rich Mathiasen,Male,78,65.25,Accountant III,,Mass Customer,Yes,14
471,1486,69,85,1/18/2017,1,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879,Kane Tixall,Male,1,64.97,Analyst Programmer,,Mass Customer,No,8
472,11384,91,85,11/23/2017,1,Approved,Solex,Standard,medium,medium,100.35,75.26,36367,Kane Tixall,Male,1,64.97,Analyst Programmer,,Mass Customer,No,8
473,12537,50,85,1/9/2017,0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668,Kane Tixall,Male,1,64.97,Analyst Programmer,,Mass Customer,No,8
474,13183,14,85,4/7/2017,1,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,Kane Tixall,Male,1,64.97,Analyst Programmer,,Mass Customer,No,8
475,13371,22,85,5/20/2017,0,Approved,WeareA2B,Standard,medium,medium,60.34,45.26,34165,Kane Tixall,Male,1,64.97,Analyst Programmer,,Mass Customer,No,8
476,16792,76,85,10/12/2017,0,Approved,WeareA2B,Standard,low,medium,642.31,513.85,41922,Kane Tixall,Male,1,64.97,Analyst Programmer,,Mass Customer,No,8
477,1200,0,86,6/21/2017,1,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,38647,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
478,2401,0,86,7/30/2017,1,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,36668,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
479,3295,19,86,11/28/2017,0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,38216,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
480,3353,29,86,11/8/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
481,8498,29,86,6/13/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,41434,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
482,9158,88,86,12/30/2017,1,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,34165,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
483,14354,0,86,7/5/2017,0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,33364,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
484,17879,0,86,1/28/2017,1,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,37698,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
485,18930,99,86,11/26/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,41009,Job Sleney,Male,75,34.16,Occupational Therapist,Health,High Net Worth,Yes,7
486,323,67,87,11/8/2017,1,Approved,Norco Bicycles,Road,medium,medium,544.05,376.84,38647,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
487,10426,21,87,7/20/2017,1,Approved,Solex,Standard,medium,large,1071.23,380.74,35160,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
488,10866,14,87,1/21/2017,0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,37838,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
489,11235,59,87,9/23/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,34170,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
490,11915,27,87,1/25/2017,0,Approved,Trek Bicycles,Standard,medium,medium,499.53,388.72,36334,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
491,12506,93,87,4/7/2017,0,Approved,WeareA2B,Standard,medium,medium,1065.03,230.09,36833,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
492,14787,32,87,12/12/2017,1,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,37337,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
493,14843,70,87,7/19/2017,1,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,42105,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
494,15795,74,87,10/26/2017,1,Approved,WeareA2B,Standard,medium,medium,1228.07,400.91,36668,Fields Langdon,Male,78,49.04,Editor,Financial Services,Mass Customer,No,8
495,8067,99,88,6/15/2017,0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991,Malynda Tumber,Female,41,57.26,Help Desk Operator,Property,High Net Worth,Yes,7
496,8388,86,88,9/12/2017,1,Approved,Norco Bicycles,Road,high,large,774.53,464.72,40336,Malynda Tumber,Female,41,57.26,Help Desk Operator,Property,High Net Worth,Yes,7
497,8672,32,88,10/17/2017,0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,36145,Malynda Tumber,Female,41,57.26,Help Desk Operator,Property,High Net Worth,Yes,7
498,9143,46,88,8/6/2017,1,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36361,Malynda Tumber,Female,41,57.26,Help Desk Operator,Property,High Net Worth,Yes,7
499,15052,0,88,3/12/2017,0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,34143,Malynda Tumber,Female,41,57.26,Help Desk Operator,Property,High Net Worth,Yes,7
500,15779,0,88,7/12/2017,0,Approved,OHM Cycles,Road,high,large,12.01,7.21,34115,Malynda Tumber,Female,41,57.26,Help Desk Operator,Property,High Net Worth,Yes,7
501,1960,59,89,10/29/2017,0,Approved,Solex,Standard,medium,large,1061.56,733.58,42145,Benedicto Hoxey,Male,74,56.29,Speech Pathologist,Health,Mass Customer,Yes,14
502,2852,92,89,2/14/2017,0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37626,Benedicto Hoxey,Male,74,56.29,Speech Pathologist,Health,Mass Customer,Yes,14
503,12021,45,89,3/20/2017,1,Approved,Solex,Standard,medium,medium,441.49,84.99,38991,Benedicto Hoxey,Male,74,56.29,Speech Pathologist,Health,Mass Customer,Yes,14
504,14069,26,89,12/11/2017,0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,37698,Benedicto Hoxey,Male,74,56.29,Speech Pathologist,Health,Mass Customer,Yes,14
505,15198,89,89,12/26/2017,1,Approved,WeareA2B,Touring,medium,large,1362.99,57.74,42458,Benedicto Hoxey,Male,74,56.29,Speech Pathologist,Health,Mass Customer,Yes,14
